,Job,Credit amount,Duration,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Risk_good,Age_cat
761,2,7.66105638236183,18,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
762,1,7.7025561132685825,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
763,3,9.447781227991216,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
764,2,7.809135398120538,24,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
765,1,7.051855622955894,12,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
766,1,8.041734711487537,30,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
767,2,7.972810784121404,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
768,2,8.193400231952097,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
769,1,7.411556287811163,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
770,2,7.941651252930556,24,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
771,3,8.99528899055931,36,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
772,3,8.094073148069352,21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
773,2,7.706612913964197,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
774,0,7.299797366758161,12,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3
775,2,7.223295679562314,24,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
776,2,8.170468578330674,36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
777,2,8.163086375583216,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
778,3,8.650149418664864,36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
779,2,8.261526448396468,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3
780,2,8.503702601233739,39,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
781,2,7.570443252057374,24,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
782,1,7.251344983372214,12,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
783,1,6.728628613084702,12,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
784,3,8.774622220696997,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
785,1,7.57095858316901,18,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
786,2,7.891704659330107,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2
787,2,7.919719760924575,48,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
788,2,8.736168065858228,48,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
789,2,8.699181359308954,40,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
790,2,7.080026499922591,21,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
791,3,8.750366278367625,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
792,2,7.107425474110705,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
793,2,7.969703583278656,24,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2
794,2,8.026823576217629,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
795,2,7.741099090035366,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
796,2,8.924123891686012,18,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
797,1,7.1372784372603855,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
798,2,6.57507584059962,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
799,0,7.3453648404168685,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
800,2,7.3758821482150125,24,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
801,1,7.492760300922379,18,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
802,2,8.35983738064003,20,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
803,2,6.883462586413092,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
804,0,8.918917979908679,12,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
805,2,9.134646527606982,36,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
806,1,6.380122536899765,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
807,2,6.835184586147301,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
808,3,9.135940049399933,42,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
809,0,7.48324441607385,15,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
810,2,6.810142450115136,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
811,1,6.182084906716632,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
812,2,9.172534657240284,36,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
813,2,8.02322468471667,48,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
814,2,8.27664912542186,48,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
815,2,8.913550280493675,36,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
816,2,7.198931240688173,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3
817,2,7.348587530927593,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
818,3,9.671366322189568,36,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
819,2,7.20414929203594,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
820,2,7.00397413672268,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
821,2,8.011686729127847,12,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
822,2,7.905441649060286,36,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
823,1,6.594413459749778,8,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
824,3,8.237479288613633,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
825,2,7.379008127628304,21,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
826,2,8.285513309079741,18,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
827,2,8.334471554600944,18,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
828,2,9.028218795184895,36,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
829,2,8.807022955925477,48,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
830,2,7.772752716468742,24,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2
831,2,7.103322062526113,18,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
832,2,9.377209824211215,45,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
833,2,8.533853632309345,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
834,1,7.752335163302292,15,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
835,2,6.9865664594064265,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
836,2,6.786716950605081,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
837,1,6.398594934535208,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
838,2,7.9919305198524775,24,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
839,2,7.8674885686991285,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
840,2,8.552367266423891,36,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
841,1,8.0040315078527,21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
842,2,7.57198844937744,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
843,2,7.351799869057777,24,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
844,2,8.137980454452139,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
845,2,8.288031567776464,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
846,2,8.818926087090677,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
847,2,7.130098510125578,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
848,2,7.218176838403408,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2
849,1,6.5638555265321274,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
850,2,7.711996507047669,20,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
851,2,8.304494897963567,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
852,2,7.293697720601438,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
853,1,7.273786317844895,18,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
854,2,9.294221855956884,36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
855,2,7.295735072749282,24,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
856,2,6.795705775173514,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
857,2,8.114623886420098,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
858,2,8.28374674710613,15,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
859,2,8.182279739259018,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
860,2,8.666302614004078,24,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
861,2,7.682021510826875,18,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
862,2,7.79934339821592,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
863,1,8.417593826193484,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
864,1,7.700747794511798,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
865,2,7.7057128238944275,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
866,2,7.77863014732581,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
867,2,8.11102783819368,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
868,2,8.910450756416656,36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
869,2,6.480044561926653,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
870,2,8.946114375560743,36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2
871,2,7.202661196523238,6,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
872,2,7.231287004327616,24,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
873,2,6.773080375655535,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
874,1,8.185907481482324,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
875,2,7.186901020411631,11,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2
876,3,7.570443252057374,18,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2
877,2,8.187299270155147,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
878,3,7.259819610363186,9,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
879,2,8.816111895794005,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
880,3,8.963672275615016,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
881,2,9.135293497653272,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
882,2,7.687538766201629,30,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
883,0,7.001245622069476,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
884,2,8.308199063206446,24,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
885,2,6.678342114654332,12,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
886,2,7.946263643580541,24,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
887,2,9.659630959624376,48,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
888,3,8.796943893541737,36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
889,2,8.964951211714654,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
890,3,7.80057265467065,27,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
891,2,7.511524648390866,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
892,1,7.682943169878292,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
893,2,8.66561319653451,36,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
894,2,7.063903961472068,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
895,3,9.099073559547596,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
896,3,7.8655717576847906,21,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
897,2,7.3727463664043285,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
898,1,7.689828668736484,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
899,2,8.331586243630754,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
900,2,7.872836175025724,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
901,2,8.156223323194624,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
902,2,9.256937657352966,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
903,2,7.234177179749849,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
904,3,7.15305163493748,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
905,3,7.009408932708637,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
906,1,8.232971790593437,21,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
907,2,8.219056661060598,36,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
908,1,8.187021067343505,15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
909,1,8.069342366811636,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
910,2,8.401557847817314,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
911,1,8.462948176563842,24,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
912,2,8.003363058629947,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
913,2,7.669495251007694,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
914,2,8.058643712215618,24,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
915,3,9.82140944150052,48,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
916,2,7.954372272531867,10,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
917,3,9.608847999516849,6,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
918,2,7.765993079407675,24,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
919,3,8.11522197256233,24,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
920,2,7.504942068396171,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
921,3,9.453208116138121,48,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2
922,2,7.2196420401307355,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
923,2,7.601901959875166,12,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
924,2,8.835210463664092,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
925,2,6.546785410760524,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
926,2,6.955592608396297,18,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
927,2,9.239607869656751,48,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
928,2,7.532088143541722,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
929,1,7.203405521083095,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
930,1,7.465655310134056,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
931,2,7.4205789054108005,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
932,2,7.1098794630722715,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
933,2,6.257667587882639,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2
934,2,7.311886164077165,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
935,3,7.5595594960077,30,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
936,1,6.61338421837956,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
937,3,7.631916513071252,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
938,2,8.746398334109042,60,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
939,3,8.830835365537549,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
940,3,8.168202930236053,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
941,1,7.343426229147367,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
942,2,6.834108738813838,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
943,1,7.282761179605593,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
944,2,7.520234556474628,15,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
945,2,9.03097444300786,48,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
946,2,8.116417072794205,24,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
947,3,7.958227192322312,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
948,1,7.334981878871814,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
949,2,8.19450550976564,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
950,0,8.185907481482324,18,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
951,2,7.6708948313621175,36,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
952,2,8.321907968230423,24,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
953,3,9.30328411761892,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
954,2,7.545918151209323,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
955,3,7.115582126184454,24,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2
956,1,8.204124932574041,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2
957,1,7.050989447068045,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
958,1,8.295548516225763,28,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
959,2,8.029107054619736,24,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
960,2,7.461640392208575,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
961,2,7.763446388727362,21,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
962,2,8.176391596633795,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
963,2,7.781973234434385,24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
964,1,6.118097198041348,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
965,2,7.44716835960004,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
966,1,7.832014180505469,27,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
967,3,8.1797604936999,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
968,2,8.8771028978649,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
969,1,8.278682162970906,11,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
970,2,7.322510433997394,15,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
971,1,8.9082888855571,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
972,0,7.084226422097916,24,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
973,2,8.89521858376562,60,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
974,2,7.9483852851118995,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
975,1,7.1372784372603855,24,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2
976,2,6.6240652277998935,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3
977,2,7.794411205726601,18,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
978,1,7.839131648274333,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
979,2,7.142036574706803,15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
980,2,9.034318927730707,30,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
981,3,8.485496104672983,48,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
982,3,7.980365765111246,21,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
983,2,9.015419779605713,36,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
984,1,7.614805364711073,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
985,2,7.267525427828172,15,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
986,2,8.746557354543503,42,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
987,2,7.25063551189868,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
988,3,8.791638037085997,24,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
989,1,7.463363045520021,24,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
990,1,8.178919332848396,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
991,1,7.358193752733032,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
992,1,7.568379267836522,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
993,3,8.28374674710613,36,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
994,2,7.779048644925556,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
995,1,7.459338895220296,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
996,3,8.257644958208228,30,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
997,2,6.6895992691789665,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
998,2,7.520234556474628,45,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
999,2,8.428580533059634,45,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
